Year,Month,Week,Retail Code,Store Long Label,Turnover in EUR,Commercial Sales Quantity,Transactions (Scope Retail KPI),SPT in EUR,UPT
2022,September,W35,WSA,WEB Saudi Arabia,18 787,28,26,723,1
2022,October,W39,WSA,WEB Saudi Arabia,20 850,18,17,1 226,1.06
2022,February,W07,WSE,WEB Sweden,249 236,359,378,727,1.01
2022,March,W11,WSE,WEB Sweden,174 567,235,277,744,1.01
2022,June,W22,WSE,WEB Sweden,95 608,163,191,649,1.01
2022,September,W37,WSE,WEB Sweden,139 600,237,273,635,1
2022,October,W41,WSE,WEB Sweden,151 516,249,271,626,1
2022,February,W07,WUK,WEB UNITED KINGDOM,2 961 504,3 934,4 226,780,1.01
2022,April,W15,WUK,WEB UNITED KINGDOM,1 428 570,2 056,2 346,748,1
2022,August,W32,WUK,WEB UNITED KINGDOM,1 715 093,2 559,2 865,705,1
2022,October,W42,WUK,WEB UNITED KINGDOM,246 571,375,422,718,1.01
2022,March,W13,WAE,WEB United Arab Emirates,121 698,149,150,904,1.06
2022,April,W17,WAE,WEB United Arab Emirates,211 177,260,245,868,1.04
2022,June,W22,WAE,WEB United Arab Emirates,82 013,88,90,996,1
2022,August,W35,WAE,WEB United Arab Emirates,45 655,70,70,720,1.03
2022,September,W38,WAE,WEB United Arab Emirates,58 273,80,83,767,1.06
2022,October,W41,WAE,WEB United Arab Emirates,80 495,105,108,806,1.01
2022,October,W42,WAE,WEB United Arab Emirates,27 658,35,33,838,1
2022,September,W36,Q93,CLIENT SERVICE DENMARK,16 298,20,19,858,1.05
2022,October,W41,Q93,CLIENT SERVICE DENMARK,9 177,9,12,997,1
2022,October,W42,Q93,CLIENT SERVICE DENMARK,1 904,2,2,952,1
2022,January,W04,A90,CLIENT SERVICE FRANCE,189 390,250,271,809,1.01
2022,February,W06,A90,CLIENT SERVICE FRANCE,135 567,213,225,679,1.01
2022,March,W13,A90,CLIENT SERVICE FRANCE,117 134,139,146,860,1.01
2022,April,W15,A90,CLIENT SERVICE FRANCE,161 039,244,217,815,1.17
2022,April,W16,A90,CLIENT SERVICE FRANCE,126 176,165,179,833,1
2022,May,W18,A90,CLIENT SERVICE FRANCE,186 471,214,234,898,1
2022,June,W23,A90,CLIENT SERVICE FRANCE,144 740,206,220,759,1.01
2022,July,W30,A90,CLIENT SERVICE FRANCE,115 024,147,169,765,1
2022,October,W41,A90,CLIENT SERVICE FRANCE,158 687,246,259,668,1.01
2022,January,W05,J90,CLIENT SERVICE GER,82 189,71,87,1 140,1
2022,February,W08,J90,CLIENT SERVICE GER,260 282,266,336,997,1
2022,June,W25,J90,CLIENT SERVICE GER,164 744,185,229,956,1
2022,October,W39,J90,CLIENT SERVICE GER,-1 908,-1,0,,
2022,October,W41,J90,CLIENT SERVICE GER,239 030,240,274,998,1.02
2022,January,W01,F91,CLIENT SERVICE IRELAND,8 322,19,22,708,1
2022,January,W03,F91,CLIENT SERVICE IRELAND,8 720,11,11,793,1
2022,February,W09,F91,CLIENT SERVICE IRELAND,707,2,2,354,1
2022,April,W17,F91,CLIENT SERVICE IRELAND,18 228,15,16,1 154,1
2022,May,W21,F91,CLIENT SERVICE IRELAND,19 341,19,24,1 006,1
2022,May,W22,F91,CLIENT SERVICE IRELAND,9 512,4,6,2 012,1
2022,June,W26,F91,CLIENT SERVICE IRELAND,11 073,15,15,776,1
2022,September,W39,F91,CLIENT SERVICE IRELAND,3 020,9,12,784,1
2022,February,W05,H90,CLIENT SERVICE ITA,270 429,248,245,1 162,1.1
2022,March,W09,H90,CLIENT SERVICE ITA,160 876,157,177,1 004,1.01
2022,April,W14,H90,CLIENT SERVICE ITA,263 212,276,281,985,1
2022,April,W15,H90,CLIENT SERVICE ITA,210 724,217,232,976,1.01
2022,April,W16,H90,CLIENT SERVICE ITA,149 938,159,163,961,1.02
2022,May,W19,H90,CLIENT SERVICE ITA,216 130,212,221,1 034,1
2022,June,W24,H90,CLIENT SERVICE ITA,153 794,186,197,876,1
2022,July,W27,A91,CLIENT SERVICE MONACO,158,1,1,158,1
2022,January,W03,I93,CLIENT SERVICE NETHERLAND ,45 749,59,67,855,1
2022,March,W12,I93,CLIENT SERVICE NETHERLAND ,53 897,57,59,957,1
2022,April,W17,K90,CLIENT SERVICE SPA,104 955,105,106,1 027,1.02
2022,August,W32,K90,CLIENT SERVICE SPA,78 033,60,62,1 321,1.02
2022,September,W39,K90,CLIENT SERVICE SPA,54 393,54,60,995,1
2022,May,W19,Q92,CLIENT SERVICE SWEDEN,31 774,28,31,1 136,1
2022,June,W22,Q92,CLIENT SERVICE SWEDEN,16 648,19,21,816,1
2022,May,W22,Q92,CLIENT SERVICE SWEDEN,21 595,19,20,1 135,1
2022,June,W24,Q92,CLIENT SERVICE SWEDEN,21 649,32,36,751,1
2022,August,W31,Q92,CLIENT SERVICE SWEDEN,27 716,18,19,1 542,1
2022,May,W19,F90,CLIENT SERVICE UK,281 828,277,318,1 051,1.01
2022,May,W22,F90,CLIENT SERVICE UK,220 989,212,236,1 048,1
2022,August,W32,F90,CLIENT SERVICE UK,232 676,237,268,1 032,1.01
2022,August,W33,F90,CLIENT SERVICE UK,228 011,228,257,1 009,1.01
2022,August,W35,F90,CLIENT SERVICE UK,183 935,149,159,1 231,1.01
2022,September,W35,F90,CLIENT SERVICE UK,69 711,71,90,976,1.02
2022,January,W01,G90,CLIENT SERVICEAUSTRIA,24 883,35,51,804,1
2022,January,W03,G90,CLIENT SERVICEAUSTRIA,30 804,35,41,846,1
2022,January,W04,G90,CLIENT SERVICEAUSTRIA,40 071,40,46,1 076,1
2022,April,W14,G90,CLIENT SERVICEAUSTRIA,34 812,36,37,1 029,1.08
2022,May,W20,G90,CLIENT SERVICEAUSTRIA,35 608,37,40,960,1
2022,August,W34,G90,CLIENT SERVICEAUSTRIA,41 467,39,43,1 085,1
2022,February,W06,I92,CLIENTSERVICE BELGIUM,35 087,48,52,750,1
2022,March,W11,I92,CLIENTSERVICE BELGIUM,40 462,44,45,1 049,1.02
2022,March,W12,I92,CLIENTSERVICE BELGIUM,53 145,51,54,1 116,1
2022,August,W31,I92,CLIENTSERVICE BELGIUM,42 868,40,40,1 087,1.03
2022,January,W03,Q91,CLIENTSERVICE FINLAND,5 270,9,10,761,1
2022,January,W04,Q91,CLIENTSERVICE FINLAND,9 879,14,15,678,1
2022,March,W12,Q91,CLIENTSERVICE FINLAND,6 827,5,5,1 365,1
2022,June,W22,Q91,CLIENTSERVICE FINLAND,968,1,1,968,1
2022,June,W23,Q91,CLIENTSERVICE FINLAND,4 226,3,3,1 409,1
2022,June,W25,Q91,CLIENTSERVICE FINLAND,8 573,7,9,1 208,1
2022,June,W26,Q91,CLIENTSERVICE FINLAND,7 363,7,7,1 052,1
2022,July,W27,Q91,CLIENTSERVICE FINLAND,4 589,9,9,510,1
2022,July,W30,Q91,CLIENTSERVICE FINLAND,6 008,4,4,1 502,1
2022,May,W20,I91,CLIENTSERVICE LUXEMBOURG ,338,3,4,490,1
2022,June,W24,I91,CLIENTSERVICE LUXEMBOURG ,11 598,10,11,1 185,1
2022,July,W30,I91,CLIENTSERVICE LUXEMBOURG ,1 047,1,2,1 079,1
2022,August,W32,I91,CLIENTSERVICE LUXEMBOURG ,2 949,2,2,1 474,1
2022,January,W01,Q90,Client Service Russia,14 288,16,10,1 422,1.1
2022,February,W05,Q90,Client Service Russia,79 105,99,100,903,1.02
2022,October,W41,Q90,Client Service Russia,-1 046,-1,0,,
2022,June,W23,WAT,WEB Austria,266 339,352,378,773,1.01
2022,August,W32,WAT,WEB Austria,232 986,356,391,693,1.01
2022,August,W33,WAT,WEB Austria,186 485,281,299,694,1.01
2022,October,W41,WAT,WEB Austria,277 854,434,457,676,1
2022,March,W11,WBE,WEB Belgium,151 708,233,251,685,1.01
2022,April,W15,WBE,WEB Belgium,161 330,217,233,771,1.01
2022,May,W18,WBE,WEB Belgium,244 385,346,370,737,1.01
2022,June,W23,WBE,WEB Belgium,201 095,311,324,663,1
2022,July,W31,WBE,WEB Belgium,19 273,24,24,803,1
2022,March,W10,WDK,WEB Denmark,129 957,207,246,642,1
2022,March,W12,WDK,WEB Denmark,170 046,227,243,761,1.01
2022,April,W14,WDK,WEB Denmark,210 345,294,318,727,1
2022,May,W19,WDK,WEB Denmark,178 434,271,310,691,1.01
2022,June,W25,WDK,WEB Denmark,117 420,159,193,731,1.01
2022,June,W26,WDK,WEB Denmark,87 073,134,152,656,1
2022,July,W28,WDK,WEB Denmark,100 391,152,174,688,1
2022,August,W33,WDK,WEB Denmark,105 597,176,200,623,1.01
2022,January,W02,WFR,WEB FRANCE,916 481,1 871,2 056,509,1.01
2022,July,W26,WFR,WEB FRANCE,191 771,336,352,588,1.01
2022,August,W34,WFR,WEB FRANCE,702 711,1 251,1 310,588,1.02
2022,February,W06,WFI,WEB Finland,76 557,132,140,592,1
2022,June,W22,WFI,WEB Finland,38 649,57,63,663,1
2022,June,W26,WFI,WEB Finland,60 525,80,89,783,1
2022,July,W30,WFI,WEB Finland,78 395,122,125,651,1
2022,August,W31,WFI,WEB Finland,75 398,126,132,633,1.01
2022,October,W40,WFI,WEB Finland,80 698,101,102,819,1
2022,April,W14,WDE,WEB GERMANY,2 890 946,3 912,4 534,768,1.01
2022,April,W16,WDE,WEB GERMANY,2 571 108,3 406,3 844,773,1.01
2022,May,W20,WDE,WEB GERMANY,2 223 165,3 188,3 912,736,1.01
2022,June,W26,WDE,WEB GERMANY,1 801 421,2 494,2 978,741,1.01
2022,August,W32,WDE,WEB GERMANY,1 881 837,2 764,3 305,715,1.01
2022,September,W35,WDE,WEB GERMANY,508 432,744,888,707,1.01
2022,September,W37,WDE,WEB GERMANY,2 170 260,3 206,3 733,708,1.01
2022,February,W05,WIT,WEB ITALY,692 673,1 194,1 184,618,1
2022,March,W11,WIT,WEB ITALY,690 831,1 047,1 056,690,1
2022,March,W12,WIT,WEB ITALY,697 964,1 001,1 038,727,1
2022,April,W14,WIT,WEB ITALY,1 249 925,1 623,1 643,793,1
2022,April,W15,WIT,WEB ITALY,983 571,1 240,1 302,809,1.01
2022,June,W23,WIT,WEB ITALY,904 379,1 306,1 348,712,1
2022,October,W39,WIT,WEB ITALY,13 045,18,18,725,1
2022,October,W40,WIT,WEB ITALY,1 035 441,1 463,1 493,731,1
2022,March,W11,WIE,WEB Ireland,95 175,112,124,844,1
2022,April,W15,WIE,WEB Ireland,123 174,155,170,803,1.01
2022,May,W21,WIE,WEB Ireland,95 857,117,127,850,1
2022,June,W23,WIE,WEB Ireland,76 467,102,105,775,1.01
2022,July,W27,WIE,WEB Ireland,67 838,97,102,733,1
2022,August,W32,WIE,WEB Ireland,75 561,117,127,704,1
2022,August,W33,WIE,WEB Ireland,84 693,122,125,731,1.01
2022,October,W41,WIE,WEB Ireland,89 205,126,129,747,1
2022,October,W42,WIE,WEB Ireland,28 715,45,49,681,1.02
2022,February,W06,WLU,WEB Luxembourg,22 966,45,45,584,1
2022,February,W07,WLU,WEB Luxembourg,28 112,36,38,778,1
2022,March,W10,WLU,WEB Luxembourg,20 705,21,23,956,1
2022,April,W14,WLU,WEB Luxembourg,17 909,18,20,936,1
2022,May,W18,WLU,WEB Luxembourg,39 091,58,57,743,1.04
2022,May,W19,WLU,WEB Luxembourg,18 209,23,29,827,1
2022,June,W24,WLU,WEB Luxembourg,11 804,26,29,555,1
2022,September,W38,WLU,WEB Luxembourg,17 910,21,18,995,1
2022,October,W41,WLU,WEB Luxembourg,20 063,27,27,808,1
2022,February,W08,WMO,WEB Monaco,917,1,1,917,1
2022,May,W19,WMO,WEB Monaco,2 758,4,3,919,1
2022,May,W20,WMO,WEB Monaco,-575,-1,0,,
2022,May,W22,WMO,WEB Monaco,558,1,1,558,1
2022,April,W14,WNL,WEB Netherland,482 075,671,726,736,1.02
2022,May,W19,WNL,WEB Netherland,434 500,641,720,696,1.01
2022,June,W22,WNL,WEB Netherland,247 048,348,402,693,1
2022,July,W31,WNL,WEB Netherland,56 257,81,81,695,1
2022,September,W37,WNL,WEB Netherland,413 694,575,630,718,1.01
2022,October,W40,WNL,WEB Netherland,442 383,611,664,741,1.01
2022,October,W42,WNL,WEB Netherland,181 495,227,228,824,1.02
2022,January,W04,WRU,WEB Russie,214 930,317,347,726,1.03
2022,March,W11,WRU,WEB Russie,-1 943,-10,5,333,1
2022,April,W15,WRU,WEB Russie,40 512,-1,1,-53 865,1
2022,May,W22,WRU,WEB Russie,52 072,-1,3,-38 340,1
2022,July,W29,WRU,WEB Russie,96 299,-3,3,-15 884,1
2022,August,W35,WRU,WEB Russie,120 126,-3,0,,
2022,January,W05,WSP,WEB SPAIN,110 963,147,153,785,1.01
2022,February,W07,WSP,WEB SPAIN,483 199,560,581,885,1.02
2022,June,W23,WSP,WEB SPAIN,286 548,354,385,828,1.01
2022,July,W28,WSP,WEB SPAIN,288 999,342,354,879,1.01
2022,August,W33,WSP,WEB SPAIN,239 737,314,321,821,1.02
2022,September,W36,WSP,WEB SPAIN,274 643,355,364,797,1.01
2022,February,W08,WSA,WEB Saudi Arabia,59 152,75,86,744,1.01
2022,August,W35,WSA,WEB Saudi Arabia,36 373,42,44,859,1.02
2022,September,W38,WSA,WEB Saudi Arabia,9 996,27,34,446,1
2022,February,W09,WSE,WEB Sweden,57 085,88,95,665,1
2022,April,W15,WSE,WEB Sweden,225 520,309,345,755,1
2022,June,W24,WSE,WEB Sweden,166 660,255,297,643,1.01
2022,June,W25,WSE,WEB Sweden,174 363,265,305,681,1.01
2022,August,W31,WSE,WEB Sweden,141 827,204,246,721,1
2022,September,W35,WSE,WEB Sweden,58 170,71,80,794,1
2022,September,W38,WSE,WEB Sweden,132 397,197,236,702,1.01
2022,September,W39,WSE,WEB Sweden,145 246,250,273,623,1
2022,October,W42,WSE,WEB Sweden,73 792,83,91,867,1
2022,January,W03,WUK,WEB UNITED KINGDOM,2 295 057,3 252,3 792,732,1.01
2022,February,W09,WUK,WEB UNITED KINGDOM,284 152,377,479,796,1
2022,March,W13,WUK,WEB UNITED KINGDOM,1 744 741,2 322,2 583,789,1
2022,May,W18,WUK,WEB UNITED KINGDOM,1 971 272,2 777,3 054,754,1
2022,June,W23,WUK,WEB UNITED KINGDOM,2 400 575,3 608,3 973,702,1
2022,July,W29,WUK,WEB UNITED KINGDOM,1 973 169,2 848,3 132,721,1.01
2022,January,W01,WAE,WEB United Arab Emirates,182 599,242,243,814,1.05
2022,June,W24,WAE,WEB United Arab Emirates,111 718,154,146,803,1.02
2022,June,W26,WAE,WEB United Arab Emirates,101 560,147,141,772,1.07
2022,August,W31,WAE,WEB United Arab Emirates,83 607,112,108,801,1.04
2022,August,W34,WAE,WEB United Arab Emirates,90 425,103,105,946,1.05
2022,October,W39,WAE,WEB United Arab Emirates,11 898,18,17,700,1.06
