Year,Month,Week,Retail Code,Store Long Label,Turnover in EUR,Commercial Sales Quantity,Transactions (Scope Retail KPI),SPT in EUR,UPT
2022,July,W31,WAE,WEB United Arab Emirates,19 029,24,22,865,1.09
2022,September,W37,WAE,WEB United Arab Emirates,87 331,98,97,941,1.06
2022,January,W03,Q93,CLIENT SERVICE DENMARK,9 199,14,19,582,1
2022,January,W05,Q93,CLIENT SERVICE DENMARK,2 274,2,2,1 137,1
2022,February,W09,Q93,CLIENT SERVICE DENMARK,4 252,5,5,850,1
2022,April,W14,Q93,CLIENT SERVICE DENMARK,17 464,19,20,911,1.05
2022,July,W29,Q93,CLIENT SERVICE DENMARK,8 368,11,15,722,1
2022,September,W35,Q93,CLIENT SERVICE DENMARK,2 533,1,2,1 409,1
2022,September,W37,Q93,CLIENT SERVICE DENMARK,13 384,17,17,787,1
2022,September,W38,Q93,CLIENT SERVICE DENMARK,16 083,9,13,1 403,1
2022,October,W40,Q93,CLIENT SERVICE DENMARK,17 810,24,24,742,1
2022,January,W02,A90,CLIENT SERVICE FRANCE,133 298,220,257,655,1
2022,February,W07,A90,CLIENT SERVICE FRANCE,190 187,264,274,742,1
2022,February,W09,A90,CLIENT SERVICE FRANCE,37 429,49,57,792,1
2022,June,W25,A90,CLIENT SERVICE FRANCE,174 696,220,228,829,1.01
2022,August,W31,A90,CLIENT SERVICE FRANCE,152 666,168,180,935,1.01
2022,July,W31,A90,CLIENT SERVICE FRANCE,1 029,2,2,515,1
2022,August,W32,A90,CLIENT SERVICE FRANCE,111 692,156,175,798,1.01
2022,September,W38,A90,CLIENT SERVICE FRANCE,125 871,158,177,781,1.02
2022,March,W12,J90,CLIENT SERVICE GER,249 782,281,315,932,1.01
2022,July,W29,J90,CLIENT SERVICE GER,199 933,216,250,970,1.01
2022,July,W30,J90,CLIENT SERVICE GER,222 580,228,262,1 017,1.01
2022,August,W31,J90,CLIENT SERVICE GER,174 819,170,225,1 061,1
2022,February,W06,F91,CLIENT SERVICE IRELAND,11 309,11,12,1 000,1
2022,March,W13,F91,CLIENT SERVICE IRELAND,6 236,9,9,842,1
2022,April,W15,F91,CLIENT SERVICE IRELAND,14 711,11,13,1 296,1.08
2022,July,W29,F91,CLIENT SERVICE IRELAND,12 577,10,14,1 206,1
2022,August,W34,F91,CLIENT SERVICE IRELAND,13 003,22,22,680,1
2022,September,W36,F91,CLIENT SERVICE IRELAND,14 935,11,13,1 183,1
2022,September,W38,F91,CLIENT SERVICE IRELAND,5 195,4,6,965,1
2022,February,W06,H90,CLIENT SERVICE ITA,211 806,280,281,801,1
2022,May,W20,H90,CLIENT SERVICE ITA,197 413,218,229,917,1
2022,June,W26,H90,CLIENT SERVICE ITA,121 102,154,161,808,1.01
2022,August,W33,H90,CLIENT SERVICE ITA,83 254,99,105,864,1
2022,September,W36,H90,CLIENT SERVICE ITA,192 888,246,237,832,1.02
2022,October,W41,H90,CLIENT SERVICE ITA,223 027,271,273,859,1
2022,January,W05,I93,CLIENT SERVICE NETHERLAND ,15 008,17,21,837,1
2022,March,W13,I93,CLIENT SERVICE NETHERLAND ,19 329,28,35,746,1
2022,April,W15,I93,CLIENT SERVICE NETHERLAND ,68 347,57,61,1 138,1
2022,May,W18,I93,CLIENT SERVICE NETHERLAND ,45 269,53,62,886,1
2022,May,W19,I93,CLIENT SERVICE NETHERLAND ,69 029,50,56,1 323,1.02
2022,June,W24,I93,CLIENT SERVICE NETHERLAND ,55 041,53,60,1 014,1.08
2022,August,W32,I93,CLIENT SERVICE NETHERLAND ,37 450,36,50,940,1
2022,February,W08,K90,CLIENT SERVICE SPA,55 893,46,51,1 168,1.02
2022,April,W14,K90,CLIENT SERVICE SPA,88 471,80,82,1 103,1.01
2022,April,W15,K90,CLIENT SERVICE SPA,83 302,82,84,1 043,1.01
2022,May,W19,K90,CLIENT SERVICE SPA,72 488,73,84,1 047,1
2022,May,W21,K90,CLIENT SERVICE SPA,103 079,105,111,1 009,1
2022,August,W33,K90,CLIENT SERVICE SPA,45 797,44,45,1 106,1.02
2022,February,W09,Q92,CLIENT SERVICE SWEDEN,308,2,3,299,1
2022,June,W23,Q92,CLIENT SERVICE SWEDEN,13 028,20,22,785,1
2022,July,W27,Q92,CLIENT SERVICE SWEDEN,12 326,19,22,663,1
2022,July,W30,Q92,CLIENT SERVICE SWEDEN,28 212,26,29,1 032,1
2022,July,W31,Q92,CLIENT SERVICE SWEDEN,4 498,5,5,900,1
2022,August,W33,Q92,CLIENT SERVICE SWEDEN,8 147,6,13,1 174,1
2022,January,W01,F90,CLIENT SERVICE UK,141 438,196,253,816,1
2022,April,W15,F90,CLIENT SERVICE UK,148 074,167,205,963,1
2022,May,W21,F90,CLIENT SERVICE UK,185 690,204,203,1 166,1.23
2022,July,W29,F90,CLIENT SERVICE UK,319 191,341,360,984,1.01
2022,July,W30,F90,CLIENT SERVICE UK,278 247,274,291,1 064,1.02
2022,September,W36,F90,CLIENT SERVICE UK,200 091,216,239,977,1.01
2022,October,W42,F90,CLIENT SERVICE UK,29 800,32,42,865,1
2022,March,W11,G90,CLIENT SERVICEAUSTRIA,34 367,29,31,1 137,1
2022,April,W13,G90,CLIENT SERVICEAUSTRIA,4 512,2,4,1 306,1
2022,April,W16,G90,CLIENT SERVICEAUSTRIA,11 950,16,19,962,1
2022,May,W18,G90,CLIENT SERVICEAUSTRIA,60 113,46,46,1 315,1.02
2022,June,W24,G90,CLIENT SERVICEAUSTRIA,39 683,37,41,1 097,1.02
2022,August,W31,G90,CLIENT SERVICEAUSTRIA,25 958,25,23,1 129,1.04
2022,July,W31,G90,CLIENT SERVICEAUSTRIA,2 417,2,2,1 208,1
2022,January,W02,I92,CLIENTSERVICE BELGIUM,26 849,39,47,833,1
2022,March,W13,I92,CLIENTSERVICE BELGIUM,28 376,37,43,910,1
2022,July,W26,I92,CLIENTSERVICE BELGIUM,1 240,1,2,1 384,1
2022,September,W37,I92,CLIENTSERVICE BELGIUM,23 469,25,28,1 033,1.04
2022,January,W01,Q91,CLIENTSERVICE FINLAND,3 476,6,9,912,1
2022,February,W06,Q91,CLIENTSERVICE FINLAND,3 972,2,2,1 986,1
2022,March,W09,Q91,CLIENTSERVICE FINLAND,889,3,4,318,1
2022,June,W24,Q91,CLIENTSERVICE FINLAND,8 274,6,8,1 224,1
2022,July,W29,Q91,CLIENTSERVICE FINLAND,7 109,10,11,668,1
2022,August,W31,Q91,CLIENTSERVICE FINLAND,5 907,8,9,952,1
2022,August,W34,Q91,CLIENTSERVICE FINLAND,315,1,2,923,1
2022,September,W36,Q91,CLIENTSERVICE FINLAND,9 113,9,10,1 028,1
2022,October,W41,Q91,CLIENTSERVICE FINLAND,4 040,2,3,1 548,1
2022,January,W03,I91,CLIENTSERVICE LUXEMBOURG ,4 940,5,4,1 235,1
2022,February,W08,I91,CLIENTSERVICE LUXEMBOURG ,4 859,5,5,972,1
2022,April,W15,I91,CLIENTSERVICE LUXEMBOURG ,5 500,6,6,917,1
2022,April,W17,I91,CLIENTSERVICE LUXEMBOURG ,5 355,5,6,1 192,1
2022,June,W23,I91,CLIENTSERVICE LUXEMBOURG ,3 675,3,3,1 225,1
2022,July,W29,I91,CLIENTSERVICE LUXEMBOURG ,1 111,1,1,1 111,1
2022,July,W31,I91,CLIENTSERVICE LUXEMBOURG ,1 624,1,1,1 624,1
2022,October,W40,I91,CLIENTSERVICE LUXEMBOURG ,2 872,3,4,1 145,1
2022,February,W09,Q90,Client Service Russia,39 184,45,43,972,1.05
2022,January,W03,WAT,WEB Austria,265 276,391,435,706,1.01
2022,February,W05,WAT,WEB Austria,161 263,250,283,674,1.01
2022,April,W14,WAT,WEB Austria,291 621,397,427,786,1.01
2022,April,W17,WAT,WEB Austria,306 231,361,422,839,1.01
2022,May,W22,WAT,WEB Austria,158 645,213,222,750,1
2022,October,W42,WAT,WEB Austria,116 199,152,151,803,1.01
2022,April,W14,WBE,WEB Belgium,221 810,269,289,819,1
2022,June,W24,WBE,WEB Belgium,150 989,232,254,683,1.01
2022,February,W06,WDK,WEB Denmark,192 937,335,358,617,1.01
2022,February,W08,WDK,WEB Denmark,148 382,187,233,785,1.01
2022,April,W16,WDK,WEB Denmark,196 749,277,302,703,1
2022,May,W20,WDK,WEB Denmark,141 329,200,250,680,1
2022,August,W32,WDK,WEB Denmark,156 084,237,255,679,1.02
2022,August,W35,WDK,WEB Denmark,76 270,109,117,699,1.01
2022,September,W37,WDK,WEB Denmark,117 422,180,191,664,1.01
2022,October,W40,WDK,WEB Denmark,117 431,202,218,582,1
2022,October,W42,WDK,WEB Denmark,33 173,64,66,608,1.02
2022,January,W03,WFR,WEB FRANCE,867 562,1 797,1 978,513,1.01
2022,April,W15,WFR,WEB FRANCE,820 142,1 402,1 510,611,1.01
2022,July,W27,WFR,WEB FRANCE,896 618,1 644,1 750,565,1.01
2022,July,W28,WFR,WEB FRANCE,654 394,1 187,1 251,580,1.01
2022,July,W29,WFR,WEB FRANCE,811 852,1 370,1 467,615,1.01
2022,September,W36,WFR,WEB FRANCE,855 053,1 641,1 692,547,1.01
2022,January,W04,WFI,WEB Finland,87 612,139,153,644,1.01
2022,January,W05,WFI,WEB Finland,48 751,62,63,790,1
2022,February,W09,WFI,WEB Finland,19 351,25,27,749,1
2022,March,W10,WFI,WEB Finland,41 574,76,95,599,1
2022,April,W17,WFI,WEB Finland,91 608,124,138,767,1.01
2022,September,W38,WFI,WEB Finland,90 718,109,115,847,1
2022,October,W41,WFI,WEB Finland,70 744,110,113,661,1
2022,January,W04,WDE,WEB GERMANY,2 513 605,3 779,4 520,686,1.01
2022,July,W31,WDE,WEB GERMANY,398 865,504,518,788,1
2022,August,W33,WDE,WEB GERMANY,1 668 463,2 488,3 035,702,1.01
2022,January,W03,WIT,WEB ITALY,773 014,1 212,1 293,663,1.01
2022,February,W08,WIT,WEB ITALY,780 038,1 114,1 160,726,1.01
2022,March,W10,WIT,WEB ITALY,768 244,1 102,1 119,725,1.01
2022,May,W22,WIT,WEB ITALY,454 910,630,651,747,1.01
2022,June,W24,WIT,WEB ITALY,746 243,1 175,1 267,671,1
2022,January,W01,WIE,WEB Ireland,142 120,197,233,744,1.01
2022,May,W18,WIE,WEB Ireland,101 557,145,162,729,1
2022,June,W25,WIE,WEB Ireland,69 211,89,98,801,1.01
2022,September,W36,WIE,WEB Ireland,73 200,105,110,735,1.01
2022,March,W09,WLU,WEB Luxembourg,13 841,21,20,692,1
2022,April,W13,WLU,WEB Luxembourg,2 350,3,3,783,1
2022,April,W15,WLU,WEB Luxembourg,25 812,31,31,860,1
2022,June,W25,WLU,WEB Luxembourg,13 551,15,17,844,1
2022,July,W26,WLU,WEB Luxembourg,1 282,1,1,1 282,1
2022,July,W28,WLU,WEB Luxembourg,15 872,26,26,706,1
2022,July,W29,WLU,WEB Luxembourg,14 192,17,17,880,1
2022,August,W34,WLU,WEB Luxembourg,5 472,12,13,533,1
2022,October,W39,WLU,WEB Luxembourg,299,1,1,299,1
2022,January,W02,WMO,WEB Monaco,954,2,2,477,1
2022,February,W06,WMO,WEB Monaco,1 833,4,4,458,1
2022,July,W28,WMO,WEB Monaco,115,3,4,96,1
2022,August,W32,WMO,WEB Monaco,2 769,4,4,765,1
2022,September,W39,WMO,WEB Monaco,1 210,6,7,361,1.14
2022,January,W04,WNL,WEB Netherland,469 546,761,858,635,1.01
2022,March,W13,WNL,WEB Netherland,371 076,520,550,737,1
2022,August,W31,WNL,WEB Netherland,378 297,494,570,755,1.02
2022,August,W32,WNL,WEB Netherland,286 685,458,541,647,1.01
2022,August,W33,WNL,WEB Netherland,325 486,462,530,719,1
2022,September,W38,WNL,WEB Netherland,419 362,598,659,722,1.01
2022,October,W39,WNL,WEB Netherland,1 157,0,1,1 612,1
2022,February,W08,WRU,WEB Russie,301 017,396,401,814,1.05
2022,August,W32,WRU,WEB Russie,16 932,-1,2,-28 258,1
2022,February,W09,WSP,WEB SPAIN,79 562,99,101,840,1.01
2022,March,W13,WSP,WEB SPAIN,299 318,310,326,969,1.01
2022,April,W17,WSP,WEB SPAIN,351 991,393,438,906,1.01
2022,August,W32,WSP,WEB SPAIN,309 260,380,400,855,1.01
2022,September,W35,WSP,WEB SPAIN,72 888,104,107,747,1.01
2022,September,W39,WSP,WEB SPAIN,312 813,374,383,846,1.01
2022,January,W01,WSA,WEB Saudi Arabia,37 418,76,86,511,1.01
2022,March,W09,WSA,WEB Saudi Arabia,38 851,69,73,582,1.01
2022,March,W10,WSA,WEB Saudi Arabia,43 181,72,77,627,1
2022,April,W14,WSA,WEB Saudi Arabia,61 222,97,93,674,1.01
2022,May,W19,WSA,WEB Saudi Arabia,51 932,101,116,566,1
2022,July,W30,WSA,WEB Saudi Arabia,27 324,36,44,722,1.09
2022,July,W31,WSA,WEB Saudi Arabia,10 864,22,20,543,1.05
2022,August,W34,WSA,WEB Saudi Arabia,29 352,44,42,753,1.07
2022,September,W36,WSA,WEB Saudi Arabia,12 497,23,31,538,1
2022,March,W12,WSE,WEB Sweden,224 404,284,318,782,1
2022,April,W14,WSE,WEB Sweden,239 878,342,377,742,1
2022,April,W16,WSE,WEB Sweden,243 801,309,319,807,1
2022,May,W19,WSE,WEB Sweden,240 030,325,376,780,1.01
2022,July,W29,WSE,WEB Sweden,150 250,217,271,726,1
2022,March,W10,WUK,WEB UNITED KINGDOM,1 863 078,2 659,2 925,748,1.01
2022,April,W17,WUK,WEB UNITED KINGDOM,1 753 982,2 546,2 893,747,1.01
2022,May,W21,WUK,WEB UNITED KINGDOM,1 463 079,1 991,2 320,759,1
2022,May,W22,WUK,WEB UNITED KINGDOM,1 452 458,2 085,2 189,738,1.01
2022,July,W28,WUK,WEB UNITED KINGDOM,1 297 465,1 833,2 155,737,1.01
2022,October,W40,WUK,WEB UNITED KINGDOM,1 701 620,2 710,2 896,675,1.01
2022,January,W05,WAE,WEB United Arab Emirates,62 885,90,84,779,1.08
2022,February,W09,WAE,WEB United Arab Emirates,33 838,57,57,637,1.02
2022,April,W13,WAE,WEB United Arab Emirates,41 816,50,45,929,1.07
2022,June,W25,WAE,WEB United Arab Emirates,104 536,153,150,796,1.08
2022,May,W19,Q93,CLIENT SERVICE DENMARK,19 515,20,22,999,1.05
2022,May,W21,Q93,CLIENT SERVICE DENMARK,14 574,20,23,868,1
2022,July,W26,Q93,CLIENT SERVICE DENMARK,3 117,5,4,779,1.25
2022,July,W28,Q93,CLIENT SERVICE DENMARK,20 961,19,21,1 093,1
2022,July,W30,Q93,CLIENT SERVICE DENMARK,8 094,9,11,769,1
2022,July,W31,Q93,CLIENT SERVICE DENMARK,2 118,3,3,706,1
2022,August,W34,Q93,CLIENT SERVICE DENMARK,13 055,9,12,1 360,1
2022,September,W39,Q93,CLIENT SERVICE DENMARK,3 044,8,14,1 111,1.07
2022,January,W03,A90,CLIENT SERVICE FRANCE,144 591,232,259,640,1.01
2022,January,W05,A90,CLIENT SERVICE FRANCE,40 550,45,50,869,1
2022,October,W39,A90,CLIENT SERVICE FRANCE,12 763,17,17,751,1
2022,June,W23,J90,CLIENT SERVICE GER,165 089,175,229,954,1
2022,June,W24,J90,CLIENT SERVICE GER,270 493,259,294,1 060,1.01
2022,July,W26,J90,CLIENT SERVICE GER,47 437,40,49,1 102,1
2022,July,W28,J90,CLIENT SERVICE GER,230 291,233,259,1 008,1.01
2022,October,W42,J90,CLIENT SERVICE GER,34 366,49,64,733,1
2022,January,W05,F91,CLIENT SERVICE IRELAND,4 805,5,5,961,1
2022,February,W07,F91,CLIENT SERVICE IRELAND,7 114,5,6,1 266,1
2022,April,W13,F91,CLIENT SERVICE IRELAND,7 955,7,6,1 326,1.17
2022,May,W20,F91,CLIENT SERVICE IRELAND,26 346,25,24,1 176,1.04
2022,August,W33,F91,CLIENT SERVICE IRELAND,6 467,6,11,994,1
2022,August,W35,F91,CLIENT SERVICE IRELAND,2 902,6,5,580,1
2022,September,W35,F91,CLIENT SERVICE IRELAND,-691,1,2,1 159,1
2022,October,W41,F91,CLIENT SERVICE IRELAND,19 309,21,20,965,1.05
2022,June,W22,H90,CLIENT SERVICE ITA,90 602,91,103,1 006,1
2022,July,W29,H90,CLIENT SERVICE ITA,226 724,254,261,928,1.01
2022,July,W31,H90,CLIENT SERVICE ITA,8 734,9,9,970,1
2022,August,W32,H90,CLIENT SERVICE ITA,165 089,195,204,871,1
2022,October,W39,H90,CLIENT SERVICE ITA,832,4,4,208,1
2022,October,W40,H90,CLIENT SERVICE ITA,221 831,266,278,873,1
2022,January,W02,A91,CLIENT SERVICE MONACO,1 375,1,1,1 375,1
2022,September,W39,A91,CLIENT SERVICE MONACO,225,1,1,225,1
2022,February,W05,I93,CLIENT SERVICE NETHERLAND ,15 636,32,42,624,1
2022,March,W11,I93,CLIENT SERVICE NETHERLAND ,28 137,45,50,648,1
2022,July,W26,I93,CLIENT SERVICE NETHERLAND ,7 967,8,9,911,1
2022,January,W04,K90,CLIENT SERVICE SPA,58 372,62,70,953,1
2022,February,W05,K90,CLIENT SERVICE SPA,78 959,41,39,2 163,1.18
2022,February,W06,K90,CLIENT SERVICE SPA,52 690,61,65,897,1
2022,May,W18,K90,CLIENT SERVICE SPA,98 124,81,97,1 199,1
2022,May,W20,K90,CLIENT SERVICE SPA,96 702,85,88,1 136,1
2022,June,W25,K90,CLIENT SERVICE SPA,87 219,76,84,1 092,1.01
2022,July,W27,K90,CLIENT SERVICE SPA,61 950,58,60,1 103,1.02
2022,September,W35,K90,CLIENT SERVICE SPA,10 979,12,13,988,1.08
2022,September,W38,K90,CLIENT SERVICE SPA,75 116,70,71,1 085,1.03
2022,January,W01,Q92,CLIENT SERVICE SWEDEN,24 847,28,37,881,1
2022,January,W03,Q92,CLIENT SERVICE SWEDEN,13 474,20,22,681,1
2022,March,W10,Q92,CLIENT SERVICE SWEDEN,15 846,20,23,807,1
2022,March,W13,Q92,CLIENT SERVICE SWEDEN,33 224,27,32,1 140,1
2022,May,W18,Q92,CLIENT SERVICE SWEDEN,19 238,20,23,1 024,1
2022,May,W21,Q92,CLIENT SERVICE SWEDEN,32 095,37,39,949,1.03
2022,July,W28,Q92,CLIENT SERVICE SWEDEN,12 061,13,20,970,1
2022,September,W36,Q92,CLIENT SERVICE SWEDEN,8 062,14,16,594,1
2022,January,W03,F90,CLIENT SERVICE UK,244 311,282,327,901,1
2022,February,W06,F90,CLIENT SERVICE UK,159 864,191,215,910,1
2022,February,W07,F90,CLIENT SERVICE UK,224 345,224,262,1 022,1
2022,February,W09,F90,CLIENT SERVICE UK,26 021,32,35,872,1
2022,March,W12,F90,CLIENT SERVICE UK,288 340,287,313,1 044,1.01
2022,April,W14,F90,CLIENT SERVICE UK,235 446,243,288,1 029,1.01
2022,June,W24,F90,CLIENT SERVICE UK,261 217,261,290,1 018,1
2022,September,W37,F90,CLIENT SERVICE UK,216 455,219,258,1 004,1
2022,February,W08,G90,CLIENT SERVICEAUSTRIA,18 397,22,26,882,1
2022,April,W15,G90,CLIENT SERVICEAUSTRIA,25 100,27,33,879,1
2022,May,W22,G90,CLIENT SERVICEAUSTRIA,13 402,15,17,832,1
2022,August,W33,G90,CLIENT SERVICEAUSTRIA,29 304,34,34,938,1.03
2022,August,W35,G90,CLIENT SERVICEAUSTRIA,20 562,18,23,1 103,1
2022,September,W38,G90,CLIENT SERVICEAUSTRIA,30 738,27,27,1 148,1
2022,March,W10,I92,CLIENTSERVICE BELGIUM,34 996,43,44,882,1.05
2022,April,W13,I92,CLIENTSERVICE BELGIUM,8 376,8,11,872,1
2022,June,W25,I92,CLIENTSERVICE BELGIUM,38 059,40,44,932,1
2022,September,W36,I92,CLIENTSERVICE BELGIUM,50 386,43,46,1 142,1
2022,October,W39,I92,CLIENTSERVICE BELGIUM,4 628,2,2,2 314,1
2022,September,W39,I92,CLIENTSERVICE BELGIUM,24 674,33,43,838,1
2022,October,W40,I92,CLIENTSERVICE BELGIUM,33 422,29,31,1 175,1
2022,April,W13,Q91,CLIENTSERVICE FINLAND,3 786,3,3,1 262,1
2022,May,W18,Q91,CLIENTSERVICE FINLAND,11 677,10,10,1 168,1
2022,May,W19,Q91,CLIENTSERVICE FINLAND,5 524,5,5,1 105,1
2022,May,W20,Q91,CLIENTSERVICE FINLAND,9 052,11,12,835,1
2022,May,W22,Q91,CLIENTSERVICE FINLAND,2 802,4,4,701,1
2022,September,W38,Q91,CLIENTSERVICE FINLAND,6 895,8,9,936,1
2022,February,W05,I91,CLIENTSERVICE LUXEMBOURG ,1 645,4,4,411,1
2022,March,W12,I91,CLIENTSERVICE LUXEMBOURG ,2 051,2,2,1 026,1
2022,May,W18,I91,CLIENTSERVICE LUXEMBOURG ,7 658,4,5,1 692,1
2022,May,W21,I91,CLIENTSERVICE LUXEMBOURG ,4 205,5,5,841,1
2022,July,W26,I91,CLIENTSERVICE LUXEMBOURG ,1 197,1,1,1 197,1
2022,July,W27,I91,CLIENTSERVICE LUXEMBOURG ,-3 936,1,2,340,1
2022,August,W34,I91,CLIENTSERVICE LUXEMBOURG ,2 979,5,5,596,1
2022,August,W35,I91,CLIENTSERVICE LUXEMBOURG ,4 303,3,2,2 152,1.5
2022,September,W38,I91,CLIENTSERVICE LUXEMBOURG ,4 231,3,3,1 410,1
2022,September,W39,I91,CLIENTSERVICE LUXEMBOURG ,397,1,1,397,1
2022,January,W02,Q90,Client Service Russia,161 273,165,183,1 029,1.02
2022,January,W03,Q90,Client Service Russia,116 920,134,143,926,1.05
2022,March,W09,Q90,Client Service Russia,49 315,102,109,509,1.06
2022,January,W02,WAT,WEB Austria,257 429,379,464,689,1
2022,January,W04,WAT,WEB Austria,246 263,404,445,662,1.01
2022,March,W11,WAT,WEB Austria,188 824,275,314,730,1.01
2022,July,W26,WAT,WEB Austria,37 361,58,62,667,1
2022,July,W31,WAT,WEB Austria,35 359,43,43,822,1
2022,August,W35,WAT,WEB Austria,139 623,196,212,739,1
2022,September,W35,WAT,WEB Austria,65 341,84,92,822,1
2022,September,W38,WAT,WEB Austria,264 726,352,389,786,1.01
2022,September,W39,WAT,WEB Austria,254 790,374,393,719,1.01
2022,February,W05,WBE,WEB Belgium,108 541,228,252,539,1.01
2022,March,W09,WBE,WEB Belgium,121 139,174,174,747,1.03
2022,April,W17,WBE,WEB Belgium,217 924,308,338,724,1
2022,May,W19,WBE,WEB Belgium,180 063,261,285,711,1
2022,July,W28,WBE,WEB Belgium,101 698,146,166,725,1
2022,August,W31,WBE,WEB Belgium,123 944,180,206,707,1
2022,August,W34,WBE,WEB Belgium,128 166,192,202,699,1
2022,September,W36,WBE,WEB Belgium,124 158,227,239,595,1.02
2022,September,W38,WBE,WEB Belgium,133 508,211,226,672,1
2022,October,W40,WBE,WEB Belgium,125 893,225,236,598,1
2022,January,W03,WDK,WEB Denmark,188 236,291,334,667,1.01
2022,February,W09,WDK,WEB Denmark,49 312,71,77,711,1
2022,March,W11,WDK,WEB Denmark,161 758,231,264,726,1
2022,April,W13,WDK,WEB Denmark,31 229,56,60,616,1
2022,September,W35,WDK,WEB Denmark,44 256,68,74,627,1
2022,September,W38,WDK,WEB Denmark,101 645,161,186,652,1.03
2022,February,W07,WFR,WEB FRANCE,1 417 925,2 398,2 503,600,1.01
2022,February,W08,WFR,WEB FRANCE,775 251,1 318,1 509,589,1.01
2022,March,W10,WFR,WEB FRANCE,870 221,1 568,1 643,575,1
2022,May,W18,WFR,WEB FRANCE,1 070 628,1 866,1 947,595,1
2022,May,W21,WFR,WEB FRANCE,867 416,1 549,1 633,590,1
2022,May,W22,WFR,WEB FRANCE,443 952,855,892,544,1
2022,October,W40,WFR,WEB FRANCE,859 847,1 691,1 758,537,1
2022,May,W18,WFI,WEB Finland,120 940,162,166,771,1.01
2022,July,W31,WFI,WEB Finland,15 913,31,29,549,1.03
2022,October,W42,WFI,WEB Finland,33 480,39,41,861,1
2022,February,W08,WDE,WEB GERMANY,2 210 383,3 025,3 830,733,1.01
2022,March,W09,WDE,WEB GERMANY,1 402 690,1 873,2 416,751,1.01
2022,March,W12,WDE,WEB GERMANY,2 067 853,2 734,3 356,761,1.01
2022,April,W13,WDE,WEB GERMANY,474 132,604,741,818,1.01
2022,May,W19,WDE,WEB GERMANY,2 538 331,3 429,4 183,767,1.01
2022,May,W21,WDE,WEB GERMANY,2 726 813,3 513,4 157,793,1.01
2022,June,W22,WDE,WEB GERMANY,1 140 121,1 486,2 020,763,1.01
2022,June,W25,WDE,WEB GERMANY,2 205 988,2 949,3 663,749,1.01
2022,July,W26,WDE,WEB GERMANY,241 630,375,468,688,1.01
2022,August,W35,WDE,WEB GERMANY,1 555 457,2 037,2 293,784,1.01
2022,October,W40,WDE,WEB GERMANY,1 864 170,2 750,3 196,710,1.01
2022,January,W01,WIT,WEB ITALY,912 848,1 434,1 562,668,1.01
2022,February,W09,WIT,WEB ITALY,219 187,314,312,730,1
2022,April,W16,WIT,WEB ITALY,829 845,1 060,1 093,806,1
2022,July,W26,WIT,WEB ITALY,117 343,169,180,724,1.01
2022,June,W26,WIT,WEB ITALY,697 781,958,999,743,1.01
2022,September,W38,WIT,WEB ITALY,834 039,1 224,1 223,718,1.01
2022,October,W41,WIT,WEB ITALY,980 415,1 416,1 455,717,1
2022,January,W02,WIE,WEB Ireland,163 968,202,236,832,1.03
2022,February,W09,WIE,WEB Ireland,52 659,60,60,878,1
2022,March,W12,WIE,WEB Ireland,125 357,141,142,922,1.01
2022,April,W13,WIE,WEB Ireland,26 020,29,39,926,1
2022,May,W19,WIE,WEB Ireland,99 060,122,136,839,1.01
2022,September,W37,WIE,WEB Ireland,77 056,117,120,706,1.03
2022,September,W39,WIE,WEB Ireland,74 358,98,104,782,1.01
2022,March,W12,WLU,WEB Luxembourg,14 663,22,21,698,1
2022,October,W40,WLU,WEB Luxembourg,23 601,38,39,756,1.03
2022,August,W31,WMO,WEB Monaco,1 883,2,2,942,1
2022,August,W34,WMO,WEB Monaco,6 058,4,4,1 515,1
2022,January,W03,WNL,WEB Netherland,440 604,700,792,641,1.01
2022,February,W09,WNL,WEB Netherland,140 565,205,205,709,1.01
2022,May,W22,WNL,WEB Netherland,270 699,400,424,678,1
2022,June,W24,WNL,WEB Netherland,441 514,598,703,721,1.01
2022,July,W28,WNL,WEB Netherland,353 215,496,578,701,1
2022,July,W29,WNL,WEB Netherland,341 385,535,616,661,1.01
2022,September,W39,WNL,WEB Netherland,442 555,595,655,746,1.01
2022,October,W41,WNL,WEB Netherland,484 063,676,729,735,1
2022,January,W02,WRU,WEB Russie,432 956,615,624,768,1.05
2022,April,W13,WRU,WEB Russie,48 660,-1,0,,
2022,July,W28,WRU,WEB Russie,39 052,-1,1,-63 206,1
2022,August,W34,WRU,WEB Russie,40 957,-1,1,-28 144,1
2022,January,W04,WSP,WEB SPAIN,355 508,478,512,761,1.02
2022,February,W05,WSP,WEB SPAIN,189 077,279,302,722,1.01
2022,March,W12,WSP,WEB SPAIN,245 176,309,319,816,1.02
2022,May,W20,WSP,WEB SPAIN,299 876,383,402,814,1.01
2022,May,W22,WSP,WEB SPAIN,161 884,179,199,883,1
2022,June,W25,WSP,WEB SPAIN,218 988,273,311,815,1
2022,August,W34,WSP,WEB SPAIN,243 597,276,300,902,1.01
2022,August,W35,WSP,WEB SPAIN,263 198,277,286,949,1.01
2022,September,W37,WSP,WEB SPAIN,370 307,481,488,805,1.01
2022,January,W03,WSA,WEB Saudi Arabia,59 081,107,99,597,1.01
2022,April,W16,WSA,WEB Saudi Arabia,109 297,176,173,657,1.05
2022,June,W25,WSA,WEB Saudi Arabia,58 644,91,92,667,1.05
2022,July,W28,WSA,WEB Saudi Arabia,34 410,52,53,657,1
2022,July,W29,WSA,WEB Saudi Arabia,48 174,84,81,607,1.04
